English,POS,Chinese_1,Chinese_2,Example,Course,Date,Correct,Total,srs_interval,srs_ease,srs_due,srs_streak,srs_last_review
artist,,藝術家,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
shopkeeper,,店主,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
cloudy,,多雲的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
assistant,,助理,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
singer,,歌手,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
soldier,,軍人,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
barber,,理髮師,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
waiter,,男服務生,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
dry,,乾燥的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
boss,,上司、老闆,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
waitress,,女服務生,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
foggy,,多霧的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
businessman,,商人,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
worker,,工人,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
freezing,,極冷的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
clerk,,店員,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
writer,,作家,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
vendor,,小販,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
humid,,潮濕的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
cowboy,,牛仔,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
business,,生意,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
natural,,天然的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
dentist,,牙醫,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
company,,公司,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
rainy,,下雨的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
diplomat,,外交官,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
employ,,僱用,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
snowy,,下雪的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
doctor,,醫生,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
hire,,僱用,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
stormy,,暴風雨的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
driver,,司機,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
job,,工作,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
sunny,,陽光充足的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
engineer,,工程師,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
work,,工作,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
warm,,溫暖的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
farmer,,農夫,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
wet,,濕的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
fisherman,,漁夫,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
windy,,多風的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
guide,,導遊,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
fog,,霧,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
lightning,,閃電,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
housewife,,家庭主婦,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
rainbow,,彩虹,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
hunter,,獵人,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
shower,,陣雨,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
journalist,,新聞記者,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
snow,,雪,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
judge,,法官,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
snowman,,雪人,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
lawyer,,律師,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
storm,,暴風雨,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
magician,,魔術師,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
thunder,,雷,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
mailman,,郵差,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
typhoon,,颱風,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
wind,,風,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
manager,,經理,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
blow,,吹,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
mechanic,,技師,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
rain,,下雨,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
model,,模特兒,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
shine,,下雪,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
musician,,音樂家,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
nature,,(大)自然,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
nurse,,護士,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
air,,空氣,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
owner,,老闆,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
climate,,氣候,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
painter,,畫家,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
cloud,,雲,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
degree,,度、度數,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
president,,總統、總裁,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
earth,,泥土、土地,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
priest,,神父、牧師,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
moon,,月亮,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
reporter,,記者,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
sky,,天空,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
sailor,,水手,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
sun,,太陽,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
salesman,,銷售員,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
star,,星星,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
scientist,,科學家,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
temperature,,溫度、氣溫,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
area,,地區,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
animal,,動物,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
insect,,昆蟲,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
bear,,熊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
ant,,螞蟻,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
cat,,貓,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
bat,,蝙蝠,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
coast,,海岸,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
bee,,蜜蜂,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
desert,,沙漠,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
cow,,牛、母牛,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
bird,,鳥,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
environment,,環境,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
deer,,鹿,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
bug,,(小)蟲,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
forest,,森林,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
dinosaur,,恐龍,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
butterfly,,蝴蝶,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
hill,,山丘,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
dog,,狗,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
cockroach,,蟑螂,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
island,,島,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
donkey,,驢子,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
dragon,,龍,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
lake,,湖泊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
duck,,鴨子,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
mosquito,,蚊子,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
mountain,,山,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
eagle,,老鷹,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
snail,,蝸牛,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
ocean,,海洋,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
elephant,,大象,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
snake,,蛇,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
plain,,平原,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
fox,,狐狸,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
spider,,蜘蛛,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
pond,,池塘,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
frog,,青蛙,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
worm,,(沒腳的)蟲,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
goat,,山羊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
crab,,螃蟹,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
river,,河流,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
goose,,鵝,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
dolphin,,海豚,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
sea,,海,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
hen,,母雞,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
hippo,,河馬,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
shark,,鯊魚,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
stream,,溪流,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
horse,,馬,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
valley,,山谷,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
kangaroo,,袋鼠,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
turtle,,烏龜,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
woods,,樹林,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
kitten,,小貓,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
whale,,鯨魚,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
koala,,無尾熊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
bark,,吠、叫,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
lamb,,羔羊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
bite,,咬,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
lion,,獅子,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
swallow,,吞,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
monkey,,猴子,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
tail,,尾巴,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
monster,,怪物,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
wing,,翅膀,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
mouse,,老鼠,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
ox,,牛,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
panda,,貓熊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
parrot,,鸚鵡,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
pet,,寵物,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
pig,,豬,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
pigeon,,鴿子,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
puppy,,小狗,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
rabbit,,兔子,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
rat,,老鼠,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
sheep,,綿羊,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
swan,,天鵝,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
tiger,,老虎,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
turkey,,火雞,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
wolf,,野狼,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
zebra,,斑馬,,,國小1200-動物與昆蟲,2026-03-07,0,0,0,2.5,,0,
each,,(用單數動詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
every,,(+單數),,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
everyone,,(,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
the,,這,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
everything,,(用單數動詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
this,,這個,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
that,,那個,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
most,,最多,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
these,,這些,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
nobody,,(用單數動詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
those,,那些,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
none,,(用單數動詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
my,,我的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
nothing,,(用單數動詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
our,,我們的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
other,,(+複數名詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
your,,你(們)的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
part,,部分(的),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
his,,他的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
her,,她的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
someone,,(,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
its,,它的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
something,,(用單數動詞),,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
their,,他們的,,,國小1200-冠詞與限定詞,2026-03-07,0,0,0,2.5,,0,
how,,如何,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
what,,什麼(事物),,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
mine,,(+名詞),,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
which,,哪一個,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
myself,,我自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
who,,什麼人,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
"you, you, your",,你(們)-主、受、所有格,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
whose,,(+,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
yours,,(+名詞),,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
when,,何時,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
yourself,,你自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
where,,何地,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
yourselves,,你們自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
whether,,是否,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
"he, him, his",,他-主、受、所有的,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
while,,當…時,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
himself,,他自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
why,,什麼原因,,,國小1200-Wh-開頭的字,2026-03-07,0,0,0,2.5,,0,
"she, her, her",,她-主、受、所有格,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
hers,,(+名詞),,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
herself,,她自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"it, it, its",,它-主、受、所有格,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
itself,,它自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"we, us, our",,我們-主、受、所有格,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
ours,,(+名詞),,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"do, does",,"助動詞 [現] 原型, 三單",,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
ourselves,,我們自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"they, them, their",,他們-主、受、所有格,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
theirs,,(+名詞),,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
themselves,,他們自己,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"can, could",,"能夠 [現在式, 過去式]",,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
"will, would",,"將會 [現在式, 過去式]",,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
another,,(+單數名詞),,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"may, might",,"或許 [現在式, 過去式]",,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
must,,必定,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
anyone,,(,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
"shall, should",,"應該 [現在式, 過去式]",,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
anything,,任何事,,,國小1200-代名詞與反身代名詞,2026-03-07,0,0,0,2.5,,0,
about,,關於、大約,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
under,,在…之下,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
above,,在…之上,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
until,,直到,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
across,,越過,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
up,,往上,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
after,,在…之後,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
upon,,在…之上,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
against,,反對、違反,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
with,,帶有、和,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
along,,沿著,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
without,,無、沒有,,,國小1200-Be動詞與助動詞,2026-03-07,0,0,0,2.5,,0,
among,,在…之中,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
around,,在週圍,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
at,,在,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
and,,和、而且,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
before,,在…之前,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
as,,當…時,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
behind,,在…後面,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
because,,因為,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
below,,在…之下,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
besides,,除了…之外,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
beside,,在…旁邊,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
but,,但是,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
between,,在…之間,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
however,,然而,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
beyond,,超越於,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
if,,如果、是否,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
by,,在…旁、不遲於、藉由,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
or,,或者、否則,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
down,,往下,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
since,,自從、既然,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
during,,在…期間,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
than,,比,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
except,,除…之外,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
for,,為了,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
therefore,,因此,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
from,,從、來自於,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
though,,雖然,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
in,,在…之中,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
although,,雖然,,,國小1200-連接詞,2026-03-07,0,0,0,2.5,,0,
inside,,在…裡面,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
hello,,哈囉,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
into,,進去…,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
hey,,嘿(引起注意),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
like,,像,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
hi,,嗨,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
near,,在附近,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
good-bye,,再見,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
off,,離開…,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
on,,在…上,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
out,,出去,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
outside,,在…之外,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
over,,在…之上、超過於,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
through,,穿越,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
till,,直到,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
to,,到…,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
toward,,往、朝向,,,國小1200-介系詞,2026-03-07,0,0,0,2.5,,0,
accident,,意外,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
choice,,選擇,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
action,,行動,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
club,,社團、俱樂部,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
activity,,活動,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
coach,,教練,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
advertisement,,廣告,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
command,,命令,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
advice,,(不可數),,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
congratulation,,恭喜,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
age,,年齡,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
contract,,合約、契約,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
aim,,目標,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
corner,,轉角、角落,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
alarm,,警鈴,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
courage,,勇氣(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
album,,相簿,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
court,,球場、法庭,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
American,,美國人,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
crime,,罪行,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
anger,,怒氣,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
crowd,,人群,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
army,,軍隊,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
curve,,曲線、道路彎曲處,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
attention,,注意力,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
damage,,損害,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
